country_host,name,requirements,study_field,study_level,url
"Alemania,Argentina,Australia,Bélgica,Bolivia,Brasil,Canadá,Chile,China,Colombia,Corea del Sur,Costa Rica,Cuba,la República Dominicana,Ecuador,El Salvador,España,Estados Unidos,Francia,Guatemala,Holanda,Honduras,Italia,Japón,México,Nicaragua,Nueva Zelanda,Panamá,Paraguay,Perú,Portugal,Puerto Rico,el Reino Unido,Suecia,Suiza,Taiwán,Uruguay,Venezuela,otros países","Beca “Dorothy Marchus Senesh” en estudios de posgrado en Paz y Desarollo para mujeres de países del Sur Global, 2021-2022",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/beca-senesh-para-mujeres-de-paises-del-sur-global-en-estudios-de-paz-y-desarollo-a1262/
,,,,,
el Reino Unido,"Beca Denys Holland en UCL, Reino Unido, 2020-2021",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/beca-denys-holland-en-ucl-reino-unido-a1681/
Argentina,"Becas Internas Doctorales con países latinoamericanos – CONICET, Argentina, 2020",,"ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/becas-internas-doctorales-con-paises-latinoamericanos-conicet-argentina-a1707/
Colombia,"Becas Ceres para Educación Superior – Cartagena de Indias, 2020",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-ceres-para-educacion-superior-cartagena-de-indias-a1704/
Estados Unidos,"Becas Kotzen para latinos, de la Universidad Simmons, en Estados Unidos, 2020",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-kotzen-para-latinos-de-la-universidad-simmons-en-estados-unidos-a1703/
,,,,,
España,Becas Mioti,,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-mioti-a1695/
Japón,"Beca de Entrenamiento Técnico Especial para colombianos del Gobierno de Japón – Monbukagakusho, 2021",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/beca-de-entrenamiento-especial-para-colombianos-en-japon-monbukagakusho-a0669/
Japón,"Beca de Investigación para colombianos en Japón – Monbukagakusho, 2021",,"ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/beca-de-investigacion-para-colombianos-en-japon-monbukagakusho-a0672/
Japón,"Beca de Pregrado para colombianos en Japón – Monbukagakusho, 2021",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/beca-de-pregrado-para-colombianos-en-japon-monbukagakusho-a0671/
,,,,,
Japón,"Beca Tecnológica para colombianos en Japón – Monbukagakusho, 2021",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/beca-tecnologica-para-colombianos-en-japon-monbukagakusho-a0670/
,,,,,
,,,,,
otros países,"Becas de Pregrado de la UTDT para estudiantes internacionales en Vietnam (inglés), 2020",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-de-pregrado-de-la-utdt-para-estudiantes-internacionales-en-vietnam-ingles-a1765/
,,,,,
Barbados,"Becas OEA – University of West Indies, UWI, para completar estudios de licenciatura, 2020",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-oea-university-of-the-west-indies-uwi-10322/
México,"Becas CONACYT para Estancias Posdoctorales por México en atención a la contingencia del Covid-19, 2020",,ciencias de la computación,Posdoctorado,https://becas-sin-fronteras.com/beca/becas-conacyt-para-estancias-posdoctorales-por-mexico-en-atencion-a-la-contingencia-del-covid-19-a1595/
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
China,"Becas de Maestría YES CHINA para Jóvenes Destacados con Perfiles de Excelencia, 2020",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-maestria-yes-china-para-jovenes-destacados-con-perfiles-de-excelencia-a1605/
,,,,,
,,,,,
,,,,,
España,"Becas Fundación Renta 4, 2020",,"ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad",https://becas-sin-fronteras.com/beca/becas-fundacion-renta-4-a1630/
,,,,,
,,,,,
,,,,,
"España,otros países","Becas de investigación SEGIB – Fundación Carolina, 2020-2021",,"ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-segib-fundacion-carolina-a0076/
,,,,,
,,,,,
España,"Becas Fundación BBVA para Latinoamérica, Máster en Espacios Naturales Protegidos, 2021",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-para-el-master-en-espacios-naturales-protegidos-bbva-a0592/
,,,,,
,,,,,
,,,,,
Suiza,"Beca Académica Internacional en Hochschule Luzern, Suiza, 2020",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/beca-academica-internacional-en-hochschule-luzern-suiza-a1538/
el Reino Unido,"Becas Westminster completas para estudiantes internacionales, 2020",,ciencias de la computación,Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-reino-unido-beca-westminster-completa-para-estudiantes-internacionales-11352/
"España,Estados Unidos,Francia,el Reino Unido","Becas para maestría Prodigy Finance Global, 2020",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-para-maestria-prodigy-finance-global-a1567/
,,,,,
,,,,,
,,,,,
,,,,,
Canadá,"Beca Educación para el desarrollo de energía sostenible, 2020",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/beca-educacion-para-el-desarrollo-de-energia-sostenible-a1394/
otros países,"Programa de Becas Académicas BeArt-Presets, 2020",,"ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad",https://becas-sin-fronteras.com/beca/programa-de-becas-academicas-beart-presets-a1383/
,,,,,
"Argentina,Brasil,Chile,España,México,Perú,Portugal,Puerto Rico,Uruguay","Becas Iberoamericana – Santander Grado Colombia, 2019-2020",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-iberoamericana-santander-grado-colombia-a1429/
,,,,,
Corea del Sur,"Becas KOICA-HGU para maestría en competencia tecnoempresarial en Corea del Sur, 2020",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-koica-hgu-para-maestria-en-competencia-tecnoempresarial-en-corea-del-sur-a1441/
Corea del Sur,"Becas KOICA-Hallym para maestría en respuesta al cambio climático en Corea del Sur, 2020",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-koica-hallym-para-maestria-en-respuesta-al-cambio-climatico-en-corea-del-sur-a1440/
Corea del Sur,"Becas KOICA KAIST para maestrías en Corea del Sur, 2020",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-koica-kaist-para-maestrias-en-corea-del-sur-a1439/
Estados Unidos,"Becas del Fondo Davis-Putter para estudiantes indocumentados en Estados Unidos, 2020",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-del-fondo-davis-putter-para-estudiantes-indocumentados-en-estados-unidos-a1461/
,,,,,
,,,,,
España,"Becas de maestría para estudiantes latinoamericanos en la UJI, España, 2020-2021",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-maestria-para-estudiantes-latinoamericanos-en-la-uji-espana-a1452/
,,,,,
Polonia,"Becas Ignacy Lukasiewicz del Gobierno de Polonia, 2020-2021",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-the-ignacy-lukasiewicz-scholarship-programme-a0336/
online,"Becas OEA – UNIR para maestrías virtuales en español para mujeres, 2020",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-oea-unir-para-maestrias-virtuales-en-espanol-para-mujeres-a1296/
China,"Beca parcial OEA para maestría y doctorado en China, 2020",,"ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/beca-parcial-oea-para-maestria-y-doctorado-en-china-a1293/
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
"Eslovenia,Italia","Becas Erasmus+, BIM A+, European Master In Building Information Modelling, 2020",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-bim-a-plus-european-master-in-building-information-modelling-a0241/
,,,,,
,,,,,
,,,,,
,,,,,
"España,Francia,Portugal","Becas Erasmus +, WAVES, de maestría en Ingeniería Acústica, 2020",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-waves-de-maestria-en-ingenieria-acustica-a1360/
,,,,,
,,,,,
,,,,,
Japón,"Programa Internacional de Becas JAUW para mujeres en Japón, 2020",,"ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado,Posdoctorado",https://becas-sin-fronteras.com/beca/programa-internacional-de-becas-jauw-para-mujeres-en-japon-a1243/
,,,,,
México,"Programa de Becas Posdoctorales en la UNAM, POSDOC, 2020",,"ciencias de la computación,Ingeniería",Posdoctorado,https://becas-sin-fronteras.com/beca/programa-de-becas-posdoctorales-en-la-unam-posdoc-a1241/
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
China,"Becas para estudios de Doctorado en áreas de Economía Naranja en China, 2020",,"ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/becas-para-estudios-de-doctorado-en-areas-de-economia-naranja-en-china-a1283/
China,"Becas para estudios de pregrado en áreas de Economía Naranja en China, 2020",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-para-estudios-de-pregrado-en-areas-de-economia-naranja-en-china-a1282/
España,"Becas para maestrías en diferentes áreas en la ENAE Business School – ICETEX, 2020",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-para-maestrias-en-diferentes-areas-en-la-enae-business-school-icetex-a1281/
México,"Becas UAM de Movilidad internacional para alumnos de Licenciatura extranjeros, 2019",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-uam-de-movilidad-internacional-para-alumnos-de-licenciatura-extranjeros-a1192/
México,"Becas UAM de Movilidad Internacional para alumnos de maestría y doctorado extranjeros, 2019",,"ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-uam-de-movilidad-internacional-para-alumnos-de-maestria-y-doctorado-extranjeros-a1191/
,,,,,
,,,,,
,,,,,
Japón,"Becas Rotary Yoneyama, 2020",,"ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-rotary-yoneyama-a1203/
Francia,"Beca para la Escuela Normal Superior, ENS, de París, 2020",,ciencias de la computación,"Licenciatura / Grado,Maestría / Especialidad",https://becas-sin-fronteras.com/beca/beca-para-la-escuela-normal-superior-ens-de-paris-a1202/
"Argentina,Bolivia,Brasil,Chile,Colombia,Costa Rica,Cuba,la República Dominicana,Ecuador,El Salvador,España,Guatemala,Honduras,México,Nicaragua,Panamá,Paraguay,Perú,Portugal,Uruguay,Venezuela","Beca Paulo Freire + de doctorado para Investigador Junior, 2020",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/beca-paulo-freire-plus-de-doctorado-para-investigador-junior-a1213/
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Chile,"Becas CONICYT de Doctorado Nacional en Chile, 2020",,"ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/becas-conicyt-de-doctorado-nacional-en-chile-a1254/
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Canadá,"Becas de excelencia para estudiantes extranjeros en Québec, 2020-2021",,"ciencias de la computación,Ingeniería","Doctorado,Posdoctorado",https://becas-sin-fronteras.com/beca/becas-de-excelencia-para-estudiantes-extranjeros-en-quebec-a1098/
Chile,"Becas Escuela de verano doctorados, Universidad Católica de Chile, 2020",,ciencias de la computación,"Doctorado,Escuela de Doctorados UC",https://becas-sin-fronteras.com/beca/becas-escuela-de-verano-doctorados-universidad-catolica-de-chile-a1097/
,,,,,
España,"Premios Universidad, conocimiento y Agenda 2030 – Fundación Carolina, 2019",,"ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad",https://becas-sin-fronteras.com/beca/premios-universidad-conocimiento-y-agenda-2030-fundacion-carolina-a1089/
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Corea del Sur,"Becas Samsung para Sung Kyun Kwan University – Corea del Sur, 2019",,ciencias de la computación,Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-samsung-para-sung-kyun-kwan-university-corea-del-sur-a0921/
Corea del Sur,"Becas al mérito Incheon National University – Corea del Sur, 2019",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-al-merito-incheon-national-university-corea-del-sur-a0920/
,,,,,
,,,,,
,,,,,
Rusia,"Becas de licenciatura y maestría en Rusia, 2019",,"ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad",https://becas-sin-fronteras.com/beca/becas-de-licenciatura-y-maestria-en-rusia-a0897/
